label,chrF++
xx-ace_Arab,15.34239838885531
xx-ace_Latn,22.645473261989913
xx-acm_Arab,18.630834956535512
xx-acq_Arab,18.055730164023775
xx-aeb_Arab,18.382518197596777
xx-afr_Latn,24.339828332426926
xx-ajp_Arab,18.76304661035583
xx-aka_Latn,16.136261237336598
xx-als_Latn,23.261075976489558
xx-amh_Ethi,10.95410032252644
xx-apc_Arab,18.443050526223246
xx-arb_Arab,18.347907762467084
xx-arb_Latn,18.204139607137627
xx-ars_Arab,18.31688885555785
xx-ary_Arab,18.06024800661218
xx-arz_Arab,18.576541914057387
xx-asm_Beng,16.097117822871336
xx-ast_Latn,22.72139395359285
xx-awa_Deva,19.039176388540827
xx-ayr_Latn,15.771895799018115
xx-azb_Arab,17.194233283436088
xx-azj_Latn,19.55642692086577
xx-bak_Cyrl,17.685871042213808
xx-bam_Latn,13.608171268662675
xx-ban_Latn,23.933210322291586
xx-bel_Cyrl,18.330030828416046
xx-bem_Latn,19.71212227532068
xx-ben_Beng,18.183740110193654
xx-bho_Deva,17.79244582535333
xx-bjn_Arab,15.079937850238572
xx-bjn_Latn,24.54297807810364
xx-bod_Tibt,12.832341843066747
xx-bos_Latn,19.912999895472574
xx-bug_Latn,16.26746453123046
xx-bul_Cyrl,22.478895953208912
xx-cat_Latn,22.964611431037063
xx-ceb_Latn,28.962369753206683
xx-ces_Latn,17.706448866616125
xx-cjk_Latn,11.608263197744101
xx-ckb_Arab,18.940703829495963
xx-crh_Latn,18.47962554192166
xx-cym_Latn,21.90008941014368
xx-dan_Latn,23.39000412477026
xx-deu_Latn,22.899863767192237
xx-dik_Latn,7.526715657426945
xx-dyu_Latn,7.610696164010634
xx-dzo_Tibt,14.93037239637444
xx-ell_Grek,20.388262826555472
xx-eng_Latn,23.91737048965406
xx-epo_Latn,24.249533982768305
xx-est_Latn,21.163182415505023
xx-eus_Latn,23.008380566006718
xx-ewe_Latn,15.34105407089103
xx-fao_Latn,20.234926587714234
xx-fij_Latn,25.48577450430084
xx-fin_Latn,20.963445977826854
xx-fon_Latn,8.516705086312973
xx-fra_Latn,24.254668362664624
xx-fur_Latn,21.774522727243827
xx-fuv_Latn,5.5340219061869895
xx-gaz_Latn,14.522726692415652
xx-gla_Latn,22.690893347169066
xx-gle_Latn,22.45737521056923
xx-glg_Latn,22.893677305001408
xx-grn_Latn,16.56760253613515
xx-guj_Gujr,18.88934957024433
xx-hat_Latn,21.448410183819195
xx-hau_Latn,22.524371215284393
xx-heb_Hebr,17.60558565310282
xx-hin_Deva,20.07428605513447
xx-hne_Deva,19.02772437787474
xx-hrv_Latn,19.615137657781542
xx-hun_Latn,20.005533009369685
xx-hye_Armn,21.497672708475505
xx-ibo_Latn,18.16002665816551
xx-ilo_Latn,26.995033600409858
xx-ind_Latn,25.265708690304827
xx-isl_Latn,18.816980227448283
xx-ita_Latn,22.99277179445195
xx-jav_Latn,23.474284887816115
xx-jpn_Jpan,8.628201353191411
xx-kab_Latn,16.07664215292321
xx-kac_Latn,21.143233009359506
xx-kam_Latn,13.007388757602993
xx-kan_Knda,20.3628236224729
xx-kas_Arab,13.510388429879812
xx-kas_Deva,11.73193632718412
xx-kat_Geor,21.062835534825222
xx-kaz_Cyrl,20.081594204278005
xx-kbp_Latn,12.815325891745028
xx-kea_Latn,23.174400089349152
xx-khk_Cyrl,19.276692788478915
xx-khm_Khmr,17.20957812420958
xx-kik_Latn,15.558953420024116
xx-kin_Latn,21.329628904327258
xx-kir_Cyrl,19.071249713028795
xx-kmb_Latn,19.404098173978063
xx-kmr_Latn,18.782286609500748
xx-knc_Arab,8.70413491342826
xx-knc_Latn,10.422266695208169
xx-kon_Latn,24.383091414506946
xx-kor_Hang,8.8803913536809
xx-lao_Laoo,20.863695271085607
xx-lij_Latn,20.67671992512628
xx-lim_Latn,20.529406518567637
xx-lin_Latn,27.20874132440266
xx-lit_Latn,20.014929714308334
xx-lmo_Latn,20.038900586284374
xx-ltg_Latn,19.85422416496388
xx-ltz_Latn,22.057708495088526
xx-lua_Latn,19.890485474075543
xx-lug_Latn,17.28911240882303
xx-luo_Latn,18.572483887717212
xx-lus_Latn,19.05990111052203
xx-lvs_Latn,20.930789983100993
xx-mag_Deva,19.830741767027586
xx-mai_Deva,20.280371265919253
xx-mal_Mlym,20.26790537031671
xx-mar_Deva,18.753481975434134
xx-min_Arab,17.50195246847387
xx-min_Latn,23.72324874777662
xx-mkd_Cyrl,22.518091646458092
xx-mlt_Latn,21.053883671396985
xx-mni_Beng,16.306105121169388
xx-mos_Latn,10.09533631096399
xx-mri_Latn,26.199490128816716
xx-mya_Mymr,22.43517846066153
xx-nld_Latn,23.180511767872645
xx-nno_Latn,22.222957577944538
xx-nob_Latn,22.2117041824534
xx-npi_Deva,19.470448653817943
